TeamNum,TeamName,TeamCountry,TeamCity
8579,Renegades of Archer Robotics!,USA,Lawrenceville
8580,Jayton J-Bots,USA,Jayton
8581,PizzaByte Robotics,Panama,Panama
8582,Brave-Solders,India,Delhi
8583,Juggernauts,China,GuangZhou
8584,Infinity Robotics,Chinese Taipei,Chiayi
8585,Bombax Leopard,Chinese Taipei,Taipei City
8586,Firebirds Robotics,USA,Devils Lake
8587,Rick n' Rolls,Poland,Warsaw
8588,Tech Devils,USA,Denville
8589,Quack Pack,USA,Tuscaloosa
8590,Cavbotics,USA,Fairfax
8591,Archangels,USA,Olmito
8592,Newton Squared,USA,Fairfax
8593,Team Octabyte,Australia,Prairiewood
8594,Blitz,China,北京
8595,This Is How We Play,Chinese Taipei,"Sanchong ,Dist."
8596,Girl Scouts2,USA,Orlando
8597,TISB TROJAN Bengaluru,India,Bengaluru
8598,Electro,USA,Mission
8599,SHARPLINE,Türkiye,SAMSUN
8600,Kernel Panic,USA,Los Angeles
8601,CSHS Falcon Robotics,USA,Cave Creek
8602,STEAMCo,Colombia,Palmira 
8603,The Discord Droids,USA,Carmel
8604,Alpha Centauri,USA,Lexington
8605,ASCTE,USA,Huntsville
8606,DEVOLT,Mexico,Chihuahua
8607,Ravens II,USA,Royal Oak
8608,Alpha Bots,USA,Battle Creek
8609,Salt lake county robotics,USA,West Jordan
8610,Lanier Voks,USA,San Antonio
8611,Cyber Patriots,USA,Cadillac
8612,Calvin Christian Robotics,USA,Grandville
8613,Barker Greybacks,Australia,Sydney
8614,Rivet & Rev It!,Australia,Thornlie
8615,SAZANKA Robotics,Japan,Shibuya-ku
8616,Mad Engineers BIS,India,Mumbai
8617,G-FORCE,India,Mumbai
8618,Operation Robotics,USA,Ann Arbor
8619,Sanborn Regional High School Robotics,USA,Kingston
8620,RoboJays,USA,Omaha
8621,KITS Angels FRC Akola Team,India,Akola
8622,The CyBirds,USA,Gambrills
8623,Michigan FC,USA,Dearborn Heights
8624,Sasquatch Robotics,USA,Andalusia
8625,MHS Eagles,USA,Mission
8626,Cyber Sailors,USA,Scituate
8628,Newark School of Global Studies,USA,Newark
8629,Everest 2,USA,Rochester
8630,CAP ROBOTICS,USA,Paterson
8631,Excelsior360!,USA,Friday Harbor
8632,Master Builders,USA,Jacksonville
8634,BOOTSTRAPS!,USA,Littleton
8636,Turkistan Robotics,Kazakhstan,Turkistan
8637,Packer Pelicans,USA,Brooklyn
8700,W.I.R.E.D,USA,Waupaca
8701,GRAFFITI,USA,Greendale
8702,Invincible Tyrannosaurus Warrior,China,JiaXing
8703,New Squirrels,USA,Woodbine
8704,Void Warranty,USA,Cape May
8705,Sci Tech FRC,USA,Pittsburgh
8706,MXS Bulldog Bots,USA,Newark
8707,The Newark Circuit Breakers,USA,Newark
8708,Ov3R1y K0Mp13X,USA,Dunbarton
8709,Pathfinder Tech,USA,Palmer
8710,BLUM BOBCAT ROBOTICS,USA,Blum
8711,The Midnight Ostrich Runners,USA,Broken Arrow
8713,Nordonia Knights,USA,Macedonia
8714,Robo Griffins',USA,Toms River
8715,Antilles Pirates 404,USA,Fort Buchanan
8716,Robowarriors,USA,San Diego
8717,Cyber Vipers,USA,Las Vegas
8718,Tigerbotics,USA,Warren
8719,Oakville Dynamics,USA,Saint Louis
8720,Desert Shields Robotics Team,USA,North Las Vegas
8721,Code Name M.I.T.,USA,Cape May Court House
8722,Team Alpha ,USA,Austin
8723,Woodpanda,Chinese Taipei,Taoyuan City
8724,Mayhem,USA,Bedford
8725,MistyPanther,Chinese Taipei,Zhonghe Dist.
8726,CryptoHawks,USA,Ijamsville
8727,Glitch 2.0,USA,Asheville
8728,Argonauts,USA,Troy
8729,Sparkling H2O,Canada,Kanata
8730,SPECIALS  & +1,Turkey,DIDIM
8731,Wild WYRE,Canada,Lindsay
8732,Trinity Force,USA,Anna
8733,Renaissance Robotics,USA,Athens
8734,Prepa Tecmilenio - DeltaT,Mexico,Alvarado
8735,Spartans300,Canada,Toronto
8736,The Mechanisms,USA,Marietta
8737,Rocket Rampage#8737,USA,Eddyville
8738,Slice,USA,Fuquay Varina
8739,Redhawk Robotics,USA,Ozone Park
8740,Prepa Tecmilenio - Quantum Force,Mexico,Monterrey
8741,Prepa Tecmilenio - Raccoons,Mexico,San nicolas de los Garza
8742,Argyll Attack,USA,Fairmount
8743,SYNTAX Robotics,Türkiye,Ankara
8744,Leviathans,USA,Eau Claire
8745,RoBeagles,USA,Phoenix
8746,Knights,USA,Raleigh
8747,BLACK SEA ROBOTICS,Türkiye,ünye
8748,Prepa Tecmilenio DEROS,Mexico,Durango
8749,Farmersville  Robotics,USA,Farmersville
8750,Tarpontron1cs,USA,Port Isabel
8751,Miramonte Robotics Team,USA,Orinda
8752,STEAMCo - Palmira,Colombia,Palmira
8753,Spectre,USA,Sarasota
8754,Meister Robotics,Türkiye,Beyoğlu
8755,OrcaBots,Türkiye,istanbul
8756,Magic Valley Logic Control,USA,Twin Falls
8757,GeodeBots,USA,Greensboro
8758,Tar-Robo Turtles,USA,Tarboro
8759,ARPEX,Türkiye,İSTANBUL
8760,Foresighters Robotics,Türkiye,DIDIM
8761,AHS TigerByte8761,USA,Adairsville
8762,Yücelen Foundation Robotics Team,Türkiye,Anamur
8763,Technical area,Colombia,Tocancipá
8764,Thunder Robotics,Canada,Thornhill
8765,Parallel Units,Canada,Stratford
8766,The Black Machine,USA,Packwood
8767,Dark Horse Robotics,USA,North Branch
8768,CTEC Titans,USA,Fresno
8769,G.O.R.T.s,USA,Spring
8770,FireBolts,USA,Charles City
8771,PioTech,USA,Wayne
8772,Magic City Wizards,USA,Birmingham
8773,Robo Rams1,USA,Birmingham
8774,REST Robotics,USA,Roseville
8775,Creekside,USA,Saint Johns
8776,Prepa Tecmilenio - DARK TECH,Mexico,Guadalupe
8777,SafranTech,Türkiye,Safranbolu
8778,HSUWerx,USA,Fort Walton Beach
8779,Messmer High School Bishops,USA,Milwaukee
8780,TED ROBOTICS,Türkiye,Ankara
8781,ANTALYAMTAL ROBOT KLUBU,Türkiye,ANTALYA
8782,TroBotics,USA,New Auburn
8783,Apeiron,Türkiye,Eskişehir
8784,HEVSEL,Türkiye,Diyarbakır
8785,AGAT ROBOTİCS,Türkiye,ÇUBUK
8786,Tecmilenio - TRC,Mexico,Cualiacan
8787,Mavericks,USA,Sherburn
8788,Special Forces BallistaBots,USA,Crestview
8789,The Lost 10mm Sockets,Canada,Dorchester
8790,Departure,Chinese Taipei,Tainan city
8791,Mighty Patriots,USA,Hialeah
8792,Robo Cougars 901,USA,Memphis
8793,Pumpkin Bots,USA,Half Moon Bay
8794,Black Storm,Türkiye,ALTINORDU
8795,The Chaotics,Türkiye,GÖLBASI
8796,MEF Robotics,Türkiye,istanbul
8797,FALCON ROBOTICS,Türkiye,MERKEZ
8798,DAMAS ROBO,Syria,Damascus
8799,IZELMAN ROBOTICS,Türkiye,Konak
8800,INDUSTRY ROBOTICS,Türkiye,Gebze
8801,The MidKnight Inventors,USA,Plainsboro
8802,Milwaukee United,USA,Milwaukee
8803,MechaMarines,USA,Marinette
8804,Cyber Bears Robotics,USA,Raleigh
8805,NKST36,Chinese Taipei,Tainan
8806,Our Lady of Providence Dream League,Chinese Taipei,New Taipei City
8807,SCREW IT,Chinese Taipei,Taichung
8808,SWLA Tech Pirates,USA,Lake Charles
8809,Precursor,China,Nanchang
8810,The Alphabots,China,Suzhou
8811,Yi Zhong Ren,China,Guangzhou
8812,Shenzhen College Of International Education,China,shenzhen
8813,FERRYMAN,China,Shanghai
8814,Blackhole,China,Shanghai
8815,Barnstormers,USA,Statesboro
8816,Coyotronics,USA,Frisco
8817,Buccaneer Robotics,USA,Homestead
8818,The Foe - Foe Engineering Group,USA,Houston
8819,The ARC-TECH BEARS,USA,Austin
8820,GV ROBOTICS,USA,Garden Valley
8821,TVRT-Trojanbots,USA,JACKSON JUNCTION
8822,Lc3 Thunderbirds,USA,Montrose
8823,A New Hope,USA,New Hope
8824,Wapello Royalty,USA,Wapello
8825,Team Eagle Eyed,USA,Kansas City
8826,Parkway Eagles,USA,Sterling Heights
8827,Cougar-Trons,USA,Edinburg
8828,EAL Robotics,Türkiye,Eskisehir
8829,Cemberlitas ,Turkey,atasehir
8830,Denby Tars Robotics Team ,USA,Detroit
8831,Sa-Hali Secondary Robotics,Canada,Kamloops
8832,AutoDawgs,USA,Petersburg
8833,Buzz City Robotics,USA,Charlotte 
8834,Blu Robotics,USA,Acworth
8835,PNGUoT Robotic Team 1 (PRT1),Papua New Guinea,Lae
8836,Wayne Enterprises Inc.,USA,Chisholm
8837,NIS Kyran,Kazakhstan,Almaty
8838,GWC Rambotics,USA,Birmingham
8839,Shoshone Robotics,USA,Shoshone
8840,Bay Robotics,USA,San Francisco
8841,OTTER,USA,Orlando
8842,SAR,USA,Santa Anna
8843,Amal Space and Aviation Maale Adumim,Israel,Maale Adumim
8844,Flamethrowers,Australia,North Wollongong
8845,Forest Hill Falcons,USA,West Palm Beach
8846,CABLE TIE FIGHTERS,Australia,ATWELL
8847,Milwaukee Cyber Cheese,USA,Milwaukee
8848,BLU CRU,USA,Chandler
8849,Storm Robotics,USA,Alpharetta
8850,Ed Bears,Canada,Scarborough
8852,Drew Robotics,USA,San Francisco
8853,Yukikaze Technology,Japan,Sapporo
8854,Pandamonium,USA,Birmingham
8855,Socrates,Ukraine,Kyiv
8856,Lapis Lazuli,Türkiye,İstanbul
8857,Tsinglan FRC,China,Dongguan Shi
8858,Beast from the East,USA,Wylie
8859,Bora Robotics,Türkiye,Kartal
8861,06ANGORA,Türkiye,ANKARA
8862,SERCEV ROBOTICS,Türkiye,ANKARA
8863,ANATOLIAN DEAF ETERNALS ROBOTICS,Türkiye,ANKARA
8865,Dacula Droids,USA,Dacula
8866,Innovation Robotics,USA,Alpharetta
8867,Yoc,Canada,Thornhill
8868,TEAM ATHENA,India,Delhi
8869,TISB TROJANS,India,Bengaluru
8870,RedCards,USA,San Diego
8871,Saber Dynamics,USA,Ewa Beach
8872,JJSJF / Gwinnett-NSBE Jr. 'SPECIAL OPS',USA,Snellville
8873,Rockefeller Robotics,USA,Mount Pleasant
8874,The Cybirds,USA,Richardson
8875,Dangerous Minds,Australia,Bangholme
8876,Lynwood Tech Tips,Australia,Parkwood
8877,Express Robotic,USA,Havana
8878,ArrowBot,USA,Ashby
8879,REDBird Robotics,USA,Del Valle
8880,Terra Cyborg,USA,Lombard
8881,YÜKSELEN İNTECRO ROBOTİC,Türkiye,Ankara
8882,INFINITY BR,Brazil,Goiânia
8883,Green Mountain Gears,USA,South Burlington
8884,Knight Owls,Canada,Toronto
8885,Socratic Schematics,USA,Lindon
8886,Metal Manes,USA,Loris
8887,West Central Area,USA,Barrett
8888,Flying Lions,USA,Riverside
8889,Project W,USA,Waterbury
8890,Last Minute,Australia,Ellenbrook
8891,Wild Raccoons,USA,Oceanside
8893,SCDS Robotics,USA,Sacramento
8894,HandShake,Chinese Taipei,New Taipei
8895,Redwolves Robotics,USA,Clinton
8896,Wolf Tech Robotics,USA,Puyallup
8897,Meek High School Tigers 8897,USA,Arley
8898,Royal Rebel Robotics,USA,Fullerton
8899,CyberEagles,USA,Harper Woods
9000,Zebracakes,USA,Durham
9001,Delta Force,Romania,Arad
9002,Falcon Dynamics - Foothill High School,USA,Henderson
9003,TuTu Turtles,USA,Chatham
9004,Milliones Mega Mechatronic Wildcats,USA,Pittsburgh
9005,Avian Robotics,USA,Charlotte
9006,Crescent Wing Robotics,USA,San Jose
9007,MIT (Muskogee's Innovative Team),USA,Muskogee
9008,G-Force Robotics,USA,Clayton
9009,KMC Robotics,USA,APO
9010,CrabBots,USA,Hampton
9011,Orangeburg Robotics,USA,Orangeburg
9012,Team Waffles,USA,Honolulu
9014,Vulcan Mechanics,USA,Philadelphia
9015,Questionable Engineering,USA,Jersey City
9016,Syosset SuperSonics,USA,Syosset
9018,ElRobotiKO,USA,Elko
9019,Ko'olaupoko,USA,Kailua
9020,MCT Galatasaray Robotics,Türkiye,Beyoğlu
9021,uSELESScASE,Türkiye,izmir
9022,MC Robotics,USA,Marion Center
9023,Future Martians,USA,Sammamish
9024,Callister,Türkiye,KOCAELİ
9025,Mechameleons,Türkiye,Istanbul
9026,Aero,Türkiye,İstanbul
9027,PATH to Domination,USA,Norristown
9028,GFORCE,Türkiye,MENEMEN
9029,Team NF,Türkiye,Çankaya
9030,Garabagh MecHack,Azerbaijan,Baku
9031,Wildbots,USA,Warsaw
9032,RoboWhales,USA,Cary
9033,Ocebots,USA,Arlington
9034,The Space Dolphins,USA,Mesquite
9035,Rust Belt Robotics,USA,Oakfield
9036,Ramen Robotics,USA,Bellevue
9037,HHS Black Ops,USA,Hurricane
9038,SF UNITY,USA,San Francisco
9039,Penn Robotics Golden Rooks,USA,Mishawaka
9040,Sunset Robo Knights,USA,Miami
9041,Kayseri Robotics,Türkiye,KAYSERİ
9042,SOARIN,USA,Erwin
9043,Valkyrie,Türkiye,Manisa
9044,TeraViks,USA,Coeur D Alene
9045,North Lions SESI/SENAI,Brazil,Recife
9046,SESI SENAI BBTECH,Brazil, Maceió
9047,TECHMAKER ROBOTICS,Brazil,Blumenau
9048,SESI/SENAI P0T1BAT (Potibat),Brazil,Natal
9049,SESI SENAI STEAMPUNK MONKEY FRC,Brazil,Curitiba
9050,Tucanus,Brazil,Nova Friburgo
9051,G-P Robotics - Symbiosis,USA,Portland
9052,B-3 Brandeis Bionic Bulldogs,USA,New York
9053,Prepa Tecmilenio - Iron Hawks,Mexico,Azcapotzalco
9054,Johnson City Joules,USA,Johnson City
9055,Knights of Katahdin (Ka TAH din),USA,Wilton
9056,CyberHuskies 9056,USA,Kents Hill
9057,G.I.R.L.,USA,Atlanta
9058,PEÑOLES-SABINAS,Mexico,SOMBRERETE
9059,COLTech Robotics,USA,Queen Creek
9060,Prepa Tecmilenio - Desert Robotics,Mexico,Hermosillo
9061,Mechanical Mutts,USA,Mediapolis
9062,Critical Circuits,Canada,Hamilton
9063,THIRD LAW,Türkiye,İZMİR
9064,Blackbird Robotics,USA,Allentown
9065,Prepa Tecmilenio - SpaceHawks,Mexico,Querétaro
9066,Cavalo Vendado,Brazil,Erechim
9067,The Goonies,USA,Searcy
9068,The Chargers,USA,Littleton
9069,WARGAM3S,USA,Venus
9070,CELESTIAL,Türkiye,KONAK
9071,SlicerTech,USA,La Porte
9072,TigerBots,USA,Hanover
9073,Skol Robotics,USA,Somerville
9074,Roboant,Türkiye,Odunpazarı
9075,Redskin Robotics,USA,Wapakoneta
9076,Villaciraptors,Canada,Montreal
9077,The Crown,Türkiye,Kadıköy
9078,GOOSE,Türkiye,Arnavutköy
9079,Mechanic  storm,Chinese Taipei,New Taipei
9080,ENIGMA,USA,Albuquerque
9081,Bluetonium,USA,Friendswood
9082,No Limit,USA,Pleasant Valley
9083,Team Inertia,Türkiye,Istanbul
9084,Octobots,USA,Goleta
9085,SESI SENAI MEGA HARPY,Brazil,Indaiatuba
9086,Wildcat Robotics,USA,Richmond Hill
9087,stemachines,Colombia,Yumbo
9088,Mark Infinity,USA,Irving
9089,ACS Phoenix,Bulgaria,Sofia
9090,Powerful Gears,Mexico,Zumpango 
9091,A.W.E.,USA,San Tan Valley
9092,Tower Robotics,USA,Ogden
9093,Veritas Robotics,Türkiye,Ankara
9094,The Earthquakers,USA,Wynnewood
9095,Potentia,Türkiye,İstanbul
9096,Bad Weather,USA,Stowe
9097,MachBusters,USA,Cincinnati
9098,FireHawks,Canada,Oakville
9099,ANKAROB,Türkiye,ÇANKAYA
9100,Robo Roses,USA,Belmar
9101,Green Mountain Robotics,USA,Burlington
9102,CyborgBulls,France,Saint-Christol-les-Alès
9103,Prepa Tecmilenio THUNDERVOLTS,Mexico,Mazatlan 
9104,FREEYOUNG ROBOTICS TEAM,Türkiye,Istanbul
9105,TechnoTalons,USA,Prosper
9106,Spires,USA,Grand Rapids
9107,STEAMBot,Botswana,Selebi Phikwe
9108,STEAMec,Ecuador,Quito
9109,Twisted Angels,USA,Richland
9110,SESI SENAI ATOMIIC,Brazil,São João del-Rei
9111,Pyro Mechanics,USA,Rohnert Park
9112,RoboRavens,USA,Denver
9113,Bulldog Robotics 2022,Canada,Markham
9114,Rotationaries,USA,Fremont
9115,Robotic For Future,Türkiye,İstanbul
9116,The Canucks & Bolts,USA,North Plainfield
9117,NE10 #CLASSICS,Türkiye,Balikesir
9118,Pb-ers Laguna - Peñoles,Mexico,Torreon
9119,Iron Legends,USA,Fort Wayne
9120,Silverbot - Fresnillo PLC,Mexico,Guanajuato
9121,Mavericks,USA,Victoria
9122,Prepa Tecmilenio - Iron Hawks,Mexico,Culiacán
9123,Salesian Ironmen,USA,New Rochelle
9124,GESTO ROBOTIC TEAM,Türkiye,Nilufer
9125,Mechanical Magicians,USA,Newark
9126,Silver Hawks,Chinese Taipei,Kaohsiung City
9127,EOM Robotics 9127,Canada,kanata
9128,ITKAN Robotics,USA,Plano
9129,Panorama,Türkiye,İstanbul
9130,Screwer,Chinese Taipei,Taichung City
9131,Kız Kulesi Robotics,Türkiye,Üsküdar
9132,Basaksehir Teknoloji Takımı,Türkiye,istanbul
9133,NEXT GEN Up!,Mexico,Coyoacan 
9134,Tecmilenio - DEVOLT,Mexico,Chihuahua
9135,STEAMSur,Suriname,Paramaribo
9136,Rampage,USA,El Paso
9137,Bionic Vipers,USA,Navasota
9138,Robo Hawks,USA,Mount Pleasant
9139,Reserve Robotics,USA,Hudson
9140,The Robobots,USA,Austin
9141,BILTECH,Türkiye,Istanbul
9142,TechM8,Türkiye,İstanbul
9143,Armor Robotics,USA,San Francisco
9144,Helix,Australia,Box Hill
9145,Equinox,Australia,Wollongong
9146,Burnouts,Australia,Blackburn North
9147,The Joebots,Australia,Hunters Hill
9148,Atlas Robotics,USA,Westland
9149,RoboCats,USA,River Falls
9150,Labyrinth Robotics,USA,Morganton
9151,RoboLynx,USA,Panaca
9152,Rat Fight,USA,Berea
9153,Bearcat Robotics,USA,Ruston
9154,MOSTEMRobotics,Türkiye,Manisa
9155,New Tech Kraken,Poland,Krakow
9156,Trojan Robotics - The Blacksmiths of Troy,USA,Carrollton
9157,Iconic Panthers,USA,Minneapolis
9158,AieaBots,USA,Aiea
9159,Shago Robotics Team,Türkiye,Kahramanmaraş
9160,YAL THUNDERS,Türkiye,BAKIRKÖY
9161,FBO TEAM,Türkiye,salihli
9162,ALL MIGHT,Brazil,Fortaleza
9163,HYDRA,Brazil,Salvador
9164,Tech Vikings,Brazil,Naviraí
9165,Starbots FRC,Brazil,Betim
9166,TecRobot,Brazil,São Leopoldo
9167,New Era Technology,Türkiye,Cukurova
9168,AGROBOT,Brazil,Rondonópolis
9169,AGROTECH,Brazil,Varzea Grande
9170,Angels of God,Mexico,Morelia
9171,ElektRobot,Serbia,Prijepolje
9172,Robo-Sharks,USA,Los Angeles
9173,STEAMoros,Comoros,Vouvouni
9174,CYPRUS ROBOTICS,Cyprus,GIRNE
9175,BrainMachine-FRC,Brazil,catalão
9176,Greenspire Steel Sturgeons,USA,Traverse City
9177,Spartan Sprockets,USA,Webberville
9178,Cyber One,Brazil,Serra
9179,Ballou Robotic Knights,USA,Washington
9180,Ursa Major Robotics,Canada,Surrey
9181,PlatyPirates,USA,Houston
9182,Tech Tr1be,USA,New Boston
9183,RoboComets,USA,Jonesville
9184,Zeta,United Kingdom,Sevenoaks
9185,PL ROBOTICS,Türkiye,"Tarabya, Istanbul"
9186,METATECH,Türkiye,Avcılar 
9187,PIXEL,Türkiye,Selçuklu
9188,Pantherbots2,USA,Ewen
9189,Disastrous Data,Australia,Rowville
9190,N.E.R.D.S,Australia,Northam
9191,My Chemical Robots,Australia,Kalamunda
9192,Technodogs,USA,Centreville
9193,Short-Circuited Eagles,USA,Waterbury
9194,Gemin√-1s,USA,Kent
9195,ProdiXy,Brazil,Manaus
9196,FERRÃO DE ARRAIA,Brazil,Macapá
9197,Wixom Warriors,USA,Wixom
9198,The Beach Botz,USA,Southport
9199,SESI SENAI SHARKS,Brazil,Taubaté
9200,SESI SENAI STARDUST,Brazil,Limeira
9201,TEAM FORCE,Türkiye,Çubuk
9202,Silicon Valley Technos,USA,San Jose
9203,Quake,USA,Lansing
9204,Aluminum Armada,USA,Pinckney
9205,Technical Marauders1,USA,Inkster
9206,GRP Titans,USA,Grand Rapids
9207,Redneck Robotics,USA,Millington
9208,Eddies Circuit,USA,Edwardsburg
9209,Falcon Force,USA,Jackson
9210,Fighting Falcons,USA,Jackson
9211,ACCE Underdogs,USA,Ypsilanti
9212,Infinity,USA,Harper Woods
9213,Tecuani,Mexico,Pesqueria
9214,Honking Narwhals,USA,Norfolk
9215,T-Town Tech,USA,Tekonsha
9216,DarienAdvancedRoboticsTeam (D.A.R.T.),USA,Darien
9217,Lansing Learning Hub,USA,Lansing
9218,Alpha #9218,Brazil,Rio de Janeiro
9219,Nine Tails,Brazil,Resende
9220,Geekos,France,VALBONNE
9221,Ertuğrul Gazi Anatolian High School Robotic Team,Türkiye,Kocaeli
9222,Eaglebots,USA,Hastings
9223,Brick and Mortar,USA,Newaygo
9224,Hazel Park Advantage,USA,Hazel Park
9225,Wired Wildcats,USA,Evart
9226,GRemlins Gabriel Richard CHS,USA,Riverview
9227,Backwoods Bots,USA,Gladwin
9228,The Cougar Coders,USA,Benton Harbor
9229,Fapatech Lab,Türkiye,İstanbul
9230,BALta,Türkiye,İstanbul 
9231,Haydarpasa Panthers,Türkiye,Istanbul
9232,IBBTECH,Türkiye,İstanbul
9233,Luminous Robotics Team,Türkiye,Muratpaşa
9234,Les aigles d'or,Canada,Montreal
9235,ThunderBolts,USA,Aldie
9236,Taft Greyhounds,USA,Taft
9237,The Dragonators,USA,Swartz Creek
9238,Jaybots,USA,Lansing
9239,Panthers robotics,USA,Kalamazoo
9240,Hydra,USA,Rosedale
9241,EV ROBOTICS,USA,Lansing
9242,Hamady Hawks,USA,Flint
9243,Maniac Robotics,USA,Orofino
9244,Belize IT,Belize,Belize City
9245,Laker Dreadnoughts,USA,Pigeon
9246,Cut Twice Measure Once,USA,Middleton
9247,SainTech Robotics,Türkiye,İstanbul
9248,Orchard View Cyber Cardinals,USA,Muskegon
9249,Copper Country Cats,USA,Chassell
9250,William D. Ford Career Technical Center,USA,Westland
9251,EliteBots,USA,Flint
9252,Wingspan,USA,Pontiac
9253,Prometheus,USA,Westland
9254,Wolverine Wildcats 1,USA,Wolverine
9255,Botmasterz,USA,Grosse Pointe
9256,Marshall Opportunity High School Team,USA,Albion
9257,Bots of Another Color,USA,Duluth
9258,The Warriors,USA,El Paso
9259,WAATBOTS,USA,Wilson
9260,Built4Bibb Robotics,USA,Macon
9261,Under Pressure,Brazil,Goiânia
9262,Humberside Huskies,Canada,Toronto
9263,ALD Lions,Canada,Burlington
9264,HUNTERS ROBOTICS,Türkiye,İSTANBUL
9265,KOSOVA ROBOTICS,Kosovo,Prizren
9266,Walled Lake Northern Knights,USA,Commerce Township
9268,Phoenix of Three Rivers Academy,Canada,Trois-Rivieres
9269,IGNITE Pathways Robotics,USA,Woodbine
9270,Crowe,Canada,Trail
9271,Cyber Porpoises,USA,Mission Viejo
9272,SHSS Robotics Team,Canada,Castlegar
9273,COYOBOTS,Mexico,Torreon
9274,Cyphersis,Chinese Taipei,Taipei
9275,MC Dodgy Bot 2023,Australia,Merredin
9276,Mechanical Panthers,USA,Kenly
9277,Sparkans,Canada,Calgary
9278,Omegatrons,USA,Lake Odessa
9279,Electrical Mayhem,USA,Palm Coast
9280,PrepaTec - High Altitude Robotics,Mexico,Toluca
9281,FaroTech,Poland,Warszawa
9282,PrepaTec- SINAVOLT,Mexico,Culiacan
9283,Eduwizzards22/23,Pakistan,Chenab Nagar
9284,eduwizards,Pakistan,Chenab Nagar
9286,The Metal Mammoths,USA,Coventry
9287,Bionic Bengals,USA,Las Vegas
9289,Vikings,USA,Houston
9292,Zen Maker Robotics,Canada,North Vancouver
9293,Caffeinated,USA,Marietta
9295,Harlem Rails,USA,New York
9296,TITANium,USA,Rocky Point
9297,BOGOBOTS,USA,Hampstead
9298,Greenies,USA,Arden
9299,R0b0t B0bcats,USA,Hagerman
9300,Olympians,USA,Inverness
9301,PrepaTec - MechRams,Mexico,Chihuahua
9302,PARATECH FRC,Brazil,Belém
9303,PORTAL,Israel,GIVAT SHMUEL
9304,legend's,Israel,Sdot negev
9305,MonT,Brazil,Montenegro
9306,RAIN7,USA,Orlando
9307,Spicy Chihuahuas,USA,La Porte
9308,Darling Rangers,Australia,Forrestfield
9309,Metal Mages,USA,New Orleans
9310,35 Roneagles,USA,New Orleans
9311,Warhorse Robotics,USA,Devine
9312,NERD Spark,USA,Albion
9313,ROBOhana,USA,Rosemary Beach
9314,Middleton Berserkers,USA,Middleton
9315,Coding Comets,USA,Columbia
9316,CUBATRONICS,USA,Lenexa
9317,SteamRollers,USA,Redmond
9330,Team 9330,,
9400,BagelBytes,USA,Santa Clara
9401,Midas' Mayhem,USA,Troy
9402,Explorer1,USA,Delray Beach
9403,Starstuff,USA,Alexandria
9404,Forge,USA,Pembroke Pines
9405,RouxBots,USA,New Orleans
9406,TechJunior,Canada,Montreal
9407,Heatwave Robotics,USA,Frisco
9408,Warren Warbots,USA,Downey
9409,Caelum,Türkiye,Istanbul
9410,PowerHouse,USA,Liberty
9411,Rhapsodia mechanicus,China,Beijing
9414,RAMS Robotics,USA,Memphis
9415,Westinghouse Robotics,USA,Pittsburgh
9416,International Θperatives of World Affairs,USA,Philadelphia
9418,Pastabots,USA,Spring
9419,VULCAN,USA,San Antonio
9421,Nexus,China,Hong Kong
9422,Team Forza,Türkiye,Başakşehir
9423,SL Robotics,USA,Herriman
9424,E.O. JAG BOTS,USA,East Orange
9425,Intra Milwaukee,USA,Milwaukee
9426,CLAWBOTICS,USA,Reno
9427,iDeer,Chinese Taipei,ShuLin
9428,The Cashew Chickens @ Springfield Robotics,USA,Springfield
9429,Tech Titans,USA,Jonesboro
9430,CTEC Robotics,USA,Salem
9431,"Snider Panthers- ""The Gold Standard""",USA,Fort Wayne
9432,Team 8-Bit,USA,Anthem
9433,Lil' Timmy's Big Team,Australia,Perth
9434,Mehmet Günenç Robotics,Türkiye,Bandırma
9435,Pure Imagination 2.0,USA,Grenada
9436,Giro,Türkiye,Selçuklu
9437,Cosmonauts,USA,Brooklyn
9438,Leopard Tech,USA,Cove
9439,Knights of Polaris,USA,Newark
9440,Bolts&Nuts,Türkiye,KADIKÖY
9441,Aero Jr,Türkiye,Başakşehir
9442,Miso Mechanics,USA,Seattle
9443,Aluminum Panthers,USA,West Newbury
9444,Perseverance,USA,San Antonio
9445,The Brave Bots,USA,Bonner Springs
9446,C Cubed,USA,Puyallup
9447,AsoTech Robo-lation,Türkiye,SİNCAN
9448,Wave Wranglers,USA,Victoria
9449,Yellowjackets,Canada,Calgary
9450,Velocity Raptors,USA,Woodinville
9451,Aydos,Türkiye,Pendik
9452,LHS Steel Stingers,USA,San Diego
9453,Mount Vernon Wildcats,USA,Mount Vernon
9454,HİTİT GRİFFİN ROBOTİCS TEAM,Türkiye,ÇORUM
9455,DinoMights,USA,Livingston County
9456,Nunez Robotics,USA,Chalmette
9457,Robot X,USA,Albuquerque
9458,SESI SENAI JACTECH,Brazil,Jacareí
9459,SESI SENAI RPRT HAWKS,Brazil,São José do Rio Preto
9460,SESI SENAI STEEL BULLS,Brazil,Sertãozinho
9461,SESI SENAI MecaChronos,Brazil,São Paulo
9462,Toefur's Titans,USA,Tulsa
9463,Cougar Robotics,Canada,Leamington
9464,Başakşehir Robotics,Türkiye,Maltepe
9465,Imagine High Axolotls,Canada,Chilliwack
9466,Static,USA,Holly Springs
9467,EsRobotik,Türkiye,ESKISEHIR
